,Operating Name,Issued,year,postal,area
88881,ROXY,20-12-13,2013,M1P4Y1,M1P
88882,KOREAN VILLAGE RESTAURANT,29-05-15,2015,M6G1K7,M6G
88883,HANNAH'S KITCHEN RESTAURANT & CATERING,23-12-13,2013,M4S2A9,M4S
88884,CINDY'S CAFE,23-12-13,2013,M2J1P9,M2J
88885,PIZZA COTTAGE,23-12-13,2013,M2N7A2,M2N
88886,MEVAME KITCHEN EXPRESS,20-01-14,2014,M5V1Z7,M5V
88887,CANADA CATERING CO LTD,24-12-13,2013,M3B3N1,M3B
88888,CANADA CETERING CO LTD,24-12-13,2013,M1P2Y6,M1P
88889,CANADA CATERING CO LTD,24-12-13,2013,M5S1H7,M5S
88890,BROCKTON BAR & SPORTS,24-12-13,2013,M6K1T6,M6K
88891,LAI DOH RESTAURANT,24-12-13,2013,M1V4S5,M1V
88892,THE CROISSANT TREE,27-12-13,2013,M5E1H5,M5E
88893,KING GEORGE'S ARMS,31-12-13,2013,M1T1A1,M1T
88894,GYUGYUYA,31-12-13,2013,M5G1C7,M5G
88895,MUSIC BOX CUISINE,31-12-13,2013,M6A2C2,M6A
88896,IMBISS RESTAURANT,31-12-13,2013,M4P1K2,M4P
88897,ASSOCIAZIONE FAMIGLIE FOSSACESIANE DI TORONTO,31-12-13,2013,M9L2T6,M9L
88898,MEXICAN AMIGOS,31-12-13,2013,M3B1Y6,M3B
88899,LA PORTE RESTO & BAR,09-02-15,2015,M6J2Z9,M6J
88900,H BAR,09-02-15,2015,M6J1G4,M6J
88901,THIEN PHAT RESTAURANT,10-02-15,2015,M3C1T2,M3C
88902,URBAN KITCHEN,09-02-15,2015,M2H3N5,M2H
88903,WINGBURGER,09-02-15,2015,M4A1J8,M4A
88904,GOHYANG RESTAURANT,09-02-15,2015,M9A1C2,M9A
88905,REAL FRUIT BUBBLE TEA,09-02-15,2015,M1H1B3,M1H
88906,SHICHIMI SUSHI,02-01-14,2014,M4N2L5,M4N
88907,PIZZA PIZZA,02-01-14,2014,M9V1B4,M9V
88908,BEETHOVEN HALL,26-05-15,2015,M5A1J5,M5A
88909,MCDONALD'S RESTAURANT #40448,03-01-14,2014,M6B3R9,M6B
88910,SPRING ROLLS AT BLOOR,03-01-14,2014,M4Y2B2,M4Y
88911,HOGTOWN SMOKE,06-01-14,2014,M4L1H7,M4L
88912,FORT YORK PIZZERIA,07-01-14,2014,M5V1B1,M5V
88913,BURGER SHOPPE,08-01-14,2014,M4M1G9,M4M
88914,NEW BANADIR RESTAURANT,08-01-14,2014,M9N3V1,M9N
88915,AROMA COLLEGE STREET,09-01-14,2014,M6G1A6,M6G
88916,DUMPLING KING,09-01-14,2014,M5T1G7,M5T
88917,BIG BOY'S BURGERS,09-01-14,2014,M1M1N2,M1M
88918,CAPRI CAFE,09-01-14,2014,M6N1J2,M6N
88919,SUSHI ONIWA,10-01-14,2014,M5H3S6,M5H
88920,HANSIK KOREA,10-01-14,2014,M3J2C9,M3J
88921,RICHMOND STATION,10-01-14,2014,M5H3W4,M5H
88922,TIMOTHY'S WORLD COFFEE,10-01-14,2014,M5S1Y9,M5S
88923,PIZZA PIZZA,10-01-14,2014,M1E2N7,M1E
88924,DA FU SEAFOOD CUISINE,10-01-14,2014,M1V5P6,M1V
88925,CHINA WOK,10-01-14,2014,M5J1P1,M5J
88926,CHINO LOCOS,07-04-14,2014,M4M2G9,M4M
88927,PIZZERIA LIBRETO,13-01-14,2014,M6J2Z8,M6J
88928,FALAFEL & GRILL EXPRESS,13-01-14,2014,M3J3K2,M3J
88929,THE LUCKY PENNY GENERAL STORE,13-01-14,2014,M6J2W7,M6J
88930,SIKA DEER CHINESE CUISINE,14-01-14,2014,M1S4T5,M1S
88931,SUNRISE HOUSE,14-01-14,2014,M6G1L1,M6G
88932,KFC / TACO BELL,14-01-14,2014,M9W6K5,M9W
88933,LA CREOLE,14-01-14,2014,M6C1B6,M6C
88934,ASIAN EXPRESS,14-01-14,2014,M9R2R5,M9R
88935,HERO CERTIFIED BURGERS,14-01-14,2014,M5C1S8,M5C
88936,CHO MING'S RESTAURANT,14-01-14,2014,M9N2S3,M9N
88937,MAGOOS BURGERS,15-01-14,2014,M8X1Y6,M8X
88938,SKY BLUE SKY SANDWICH,15-01-14,2014,M5A3X5,M5A
88939,BASKIN ROBBINS,16-01-14,2014,M2M3X4,M2M
88940,TRIPLE TREE SPORTS BAR & GRILL,16-01-14,2014,M6E1A8,M6E
88941,LIONHEARTS SPORTS CLUB,16-01-14,2014,M3N2Z4,M3N
88942,PIZZA PIZZA,16-01-14,2014,M3A1Z5,M3A
88943,TIM HORTON'S,16-01-14,2014,M1E4V2,M1E
88944,ROUND VENUE,16-01-14,2014,M5T2L5,M5T
88945,SECOND CUP,16-01-14,2014,M9R2R7,M9R
88946,STUDIO BAR,16-01-14,2014,M6J1V3,M6J
88947,TASTY BBQ SEAFOOD RESTAURANT,17-01-14,2014,M2H3N3,M2H
88948,BOOTS & BOURBON SALOON,17-01-14,2014,M4M1H1,M4M
88949,EAT LUNCH,01-02-14,2014,M6B1P8,M6B
88950,BLUE LAGOON BAR AND GRILL,17-01-14,2014,M1K2R5,M1K
88951,HOANG VIET BAKERY COFFEE,20-01-14,2014,M3N2L2,M3N
88952,THE LATIN WORLD,20-01-14,2014,M6H1N6,M6H
88953,PHO SON VIETNAMESE RESTAURANT,20-01-14,2014,M6N1L2,M6N
88954,JOH SUSHI,21-01-14,2014,M2J5B5,M2J
88955,ORCHID GARDEN DELI & GRILL,21-01-14,2014,M1T3L4,M1T
88956,GAYLEY'S CAFE,21-01-14,2014,M6J1Y5,M6J
88957,TIM HORTONS,22-01-14,2014,M5H3B3,M5H
88958,SUNRISE CARIBBEAN RESTURANT,22-01-14,2014,M1S4N8,M1S
88959,REBECCA'S LOUNGE,22-01-14,2014,M6K1G4,M6K
88960,SIN AND REDEMPTION PUB,22-01-14,2014,M5T1W2,M5T
88961,SWEATY BETTY'S,23-01-14,2014,M6J2Y8,M6J
88962,STARBUCKS COFFEE #20622,23-01-14,2014,M5H3Y2,M5H
88963,BIG BITE BURGERZ,23-01-14,2014,M4B2E8,M4B
88964,HARLEM WEST,23-01-14,2014,M6J1G1,M6J
88965,PIZZAVILLE,23-01-14,2014,M6G1C6,M6G
88966,MR. SUB,23-01-14,2014,M6N1K5,M6N
88967,PHO SAIGON VIETNAMESE NOODLE SOUP,23-01-14,2014,M4A2V6,M4A
88968,PANAGO PIZZA,24-01-14,2014,M4P2X7,M4P
88969,BAR BURRITO-YONGE SOUTH,06-03-14,2014,M4Y1Y8,M4Y
88970,THE COFFEE TREE,24-01-14,2014,M6S1P9,M6S
88971,CITY KITCHEN RESTAURANT N BAR,24-01-14,2014,M5B2H1,M5B
88972,BOXCAR SOCIAL,24-01-14,2014,M4T1W1,M4T
88973,GOURMET PARADISE SICHUAN STYLE,24-01-14,2014,M1V5N1,M1V
88974,LICK IT GELATO,27-01-14,2014,M5J1B5,M5J
88975,GREEN CELTS PUB,27-01-14,2014,M6P1Y8,M6P
88976,FORMOCHA,27-01-14,2014,M4P1G8,M4P
88977,EAST THIRTY-SIX,27-01-14,2014,M5E1C7,M5E
88978,CAI DIE XUAN FOOD,27-01-14,2014,M5T1G9,M5T
88979,RESTAURANTE PONTA DELGADA BAR,28-01-14,2014,M6H1L8,M6H
88980,THAI ROOM DANFORTH,28-01-14,2014,M4C1J8,M4C
88981,BREAD AND BOWL,29-01-14,2014,M5T1T7,M5T
88982,MOON LIGHT PUB,29-01-14,2014,M4J1M3,M4J
88983,MADHUS,29-01-14,2014,M4E1S9,M4E
88984,UTSAV THE TRADITIONAL INDIAN CUISINE,29-01-14,2014,M5R1B8,M5R
88985,WILDFIRE STEAKHOUSE COSMOPOLITAN,30-01-14,2014,M5E1E1,M5E
88986,SUNNY MORNING,15-03-14,2014,M8Z1V1,M8Z
88987,SILK ROAD RESTAURANT,31-01-14,2014,M6E2H6,M6E
88988,CHINESE HALAL RESTAURANT,31-01-14,2014,M1V5N1,M1V
88989,TASTY'S TAKE OUT,31-01-14,2014,M5T1R4,M5T
88990,SPICE IT UP BBQ JERK,03-02-14,2014,M1E2M8,M1E
88991,THE SUYA SPOT,03-02-14,2014,M9M1M8,M9M
88992,MERMAID FISH AND GRILL HOUSE,03-02-14,2014,M1R2Y1,M1R
88993,LAC VIEN VIETNAMESE RESTAURANT,03-02-14,2014,M1B2W4,M1B
88994,PHOGA BANHCUON,03-02-14,2014,M6N1J3,M6N
88995,LOLA'S GELATO LTD,04-02-14,2014,M8V0A5,M8V
88996,FRESHWEST GRILL - ROYAL BANK PLAZA,04-02-14,2014,M5J2J1,M5J
88997,ARTEGELATO CAFFE,04-02-14,2014,M6H1L6,M6H
88998,THAI ROOM LIBERTY VILLAGE,04-02-14,2014,M6K3P6,M6K
88999,KENZO RAMEN SHEPPARD,04-02-14,2014,M2N5N2,M2N
89000,THE WELL,04-02-14,2014,M6J2Z2,M6J
89001,SAHAN RESTAURANT,05-02-14,2014,M1R2Z1,M1R
89002,FREE TOPPING PIZZA,05-02-14,2014,M4C3G4,M4C
89003,GOURMET GRINGOS,06-02-14,2014,M5R3J1,M5R
89004,NOLBU TORONTO KOREAN JAPANESE RESTAURANT,06-02-14,2014,M2N1R3,M2N
89005,A&W,06-02-14,2014,M4J1L1,M4J
89006,MR BURRITO PLUS,06-02-14,2014,M5G2L3,M5G
89007,ALLIED DON VALLEY HOTEL,06-02-14,2014,M3C1J3,M3C
89008,VIPEI BISTRO,07-02-14,2014,M1M1P1,M1M
89009,NORTH OF MEXICO,07-02-14,2014,M1C1E9,M1C
89010,ROSE CITY KITCHEN,10-02-14,2014,M5V2A6,M5V
89011,ROBIN'S PIZZA & WINGS,10-02-14,2014,M4L3B5,M4L
89012,PIZZA PIZZA,10-02-14,2014,M6S1N7,M6S
89013,MUCHO BURRITO FRESH MEXICAN GRILL,10-02-14,2014,M5X1E5,M5X
89014,PRE-NUP PUB,10-02-14,2014,M5T1P9,M5T
89015,HOLA CAFE AND ESPRESSO BAR,10-02-14,2014,M4L1C4,M4L
89016,CARLAW BISTRO,10-02-14,2014,M4M0A5,M4M
89017,HOLTS CAFE,11-02-14,2014,M6A2T9,M6A
89018,RICHVIEW BAKERY,11-02-14,2014,M9R2R5,M9R
89019,PEOPLE'S EATERY,11-02-14,2014,M5T2E6,M5T
89020,COCO LEZZONE,11-02-14,2014,M5R2H7,M5R
89021,SHISHA LICIOUS,11-02-14,2014,M5B2C1,M5B
89022,FISHERMAN VILLA RESTAURANT,12-02-14,2014,M1S2B7,M1S
89023,SANDY'S RESTAURANT,12-02-14,2014,M4C1K1,M4C
89024,KINTON RAMEN 3,12-02-14,2014,M5V2A6,M5V
89025,WESTON BBQ CHICKEN & PIZZA,12-02-14,2014,M9N1W1,M9N
89026,LITTLE SISTER,13-02-14,2014,M4S1Z9,M4S
89027,SOUTH ST BURGER CO,13-02-14,2014,M6C1B4,M6C
89028,MILK GLASS CO,13-02-14,2014,M6J1X6,M6J
89029,STARVING ARTIST,14-02-14,2014,M6E1A5,M6E
89030,COME AND GET IT,18-02-14,2014,M6J1E5,M6J
89031,TROPICAL NIGHTS RESTAURANT LTD,18-02-14,2014,M1B3A4,M1B
89032,CASA LOMA,18-02-14,2014,M5R1X8,M5R
89033,TAPPS RESTAURANT,18-02-14,2014,M1B1T1,M1B
89034,PASTIZZA,18-02-14,2014,M5E1A9,M5E
89035,DAVID'S SIGNATURE CLUB,19-02-14,2014,M1X1E6,M1X
89036,HEART,19-02-14,2014,M6S1P2,M6S
89037,TIM HORTONS,19-02-14,2014,M1J3H6,M1J
89038,PIZZA PIZZA,19-02-14,2014,M6H4A9,M6H
89039,THE CURRACH PUB & GRILL HOUSE,19-02-14,2014,M2N5N5,M2N
89040,BASKIN ROBBINS,20-02-14,2014,M6G4A1,M6G
89041,GUILDWOOD TEAROOM AND CAFE,20-02-14,2014,M1E4V2,M1E
89042,8090 KARAOKE,20-02-14,2014,M5T1H3,M5T
89043,SUBWAY,06-03-14,2014,M3K1G7,M3K
89044,MONTECITO,21-02-14,2014,M5V1P7,M5V
89045,PHO VP VIETMANESE CUISINE,21-02-14,2014,M6S3Z3,M6S
89046,LAZY HOUR CAFE,21-02-14,2014,M4C1J1,M4C
89047,SUBWAY,21-02-14,2014,M1B2W4,M1B
89048,WOK STOP RESTAURANT,21-02-14,2014,M1E3G1,M1E
89049,WORKSHOP BY LATITUDE,24-02-14,2014,M6R2M8,M6R
89050,YEH YOGURT - SPADINA,24-02-14,2014,M5S2H7,M5S
89051,POPEYES CHICKEN AND BISCUITS,24-02-14,2014,M9B1B3,M9B
89052,POPEYES CHICKEN AND BISCUITS,24-02-14,2014,M6H1M7,M6H
89053,POPEYES LOUISIANA KITCHEN,24-02-14,2014,M4Y1Z4,M4Y
89054,PIZZA PIZZA,24-02-14,2014,M4Y1X4,M4Y
89055,THE FAMOUS OWL OF MINERVA,04-03-14,2014,M5T3G1,M5T
89056,CAROLINA'S CUISINA,25-02-14,2014,M9B2A2,M9B
89057,ASIAN LEGEND,25-02-14,2014,M3C1V6,M3C
89058,KENZO RAMEN QUEEN WEST,25-02-14,2014,M6J1E6,M6J
89059,SUBWAY,26-02-14,2014,M5V2N9,M5V
89060,YOUNGPLACE COFFEE PUB,27-02-14,2014,M6J2W5,M6J
89061,TASTY HOUSE,27-02-14,2014,M1V3Z3,M1V
89062,KIBO SUSHI LESLIEVILLE,27-02-14,2014,M4M1L5,M4M
89063,SECOND CUP,27-02-14,2014,M6N0A7,M6N
89064,EL GRECO ESPRESSO BAR,27-02-14,2014,M4K2B7,M4K
89065,MACKENZIES THE ANNEX,28-02-14,2014,M5S1X9,M5S
89066,EAST SIDE COFFEE AND BAR,28-02-14,2014,M4K3V7,M4K
89067,CAKE TOWN CAFE,03-03-14,2014,M4C1J8,M4C
89068,PIZZAVILLE,03-03-14,2014,M3M2H7,M3M
89069,DOLCE GELATO,03-03-14,2014,M5T2L7,M5T
89070,CHURCH APERITIVO BAR,04-03-14,2014,M6J1H9,M6J
89071,ZORRA BAR & GRILL,04-03-14,2014,M6P3S8,M6P
89072,YAKIKUSHI BAR,04-03-14,2014,M5S1Y4,M5S
89073,COFFEE TIME,04-03-14,2014,M3K1G6,M3K
89074,ASADA MEXICAN GRILL,04-03-14,2014,M6C1B9,M6C
89075,KINTAKO JAPANESE RESTAURANT,05-03-14,2014,M4G3W4,M4G
89076,ED'S REAL SCOOP,05-03-14,2014,M6R2L5,M6R
89077,JAMAICA WAY RESTAURANT,05-03-14,2014,M6M4C3,M6M
89078,SINOPINO CHINESE RESTAURANT,06-03-14,2014,M1S5M8,M1S
89079,SUKTHINTHAI RESTAURANT,07-03-14,2014,M2N5P7,M2N
89080,TOUTI GELATI AND CAFE,07-03-14,2014,M4L3Z9,M4L
89081,EXTRA BUTTER COFFEE,07-03-14,2014,M6R2M3,M6R
89082,MICHEL'S BAGUETTE,10-03-14,2014,M6A2T9,M6A
89083,COFFEE TIME DONUTS,10-03-14,2014,M1S4V5,M1S
89084,PIZZA PIZZA,11-03-14,2014,M4B2S6,M4B
89085,WALLACE ESPRESSO,11-03-14,2014,M6H1V4,M6H
89086,LINDA MODERN THAI,11-03-14,2014,M3C0E7,M3C
89087,THE FANZONE WINGS & RIBS,12-03-14,2014,M1P2L1,M1P
89088,JEAN VEGETARIAN KITCHEN,12-03-14,2014,M4J1M6,M4J
89089,BAKERBOTS BAKING CO,12-03-14,2014,M6H2T4,M6H
89090,DAVIDS TEA,12-03-14,2014,M5B2G9,M5B
89091,WAREHOUSE GRILL,12-03-14,2014,M6K3E1,M6K
89092,GARDEN GATE RESTAURANT,12-03-14,2014,M4E1H5,M4E
89093,PIZZA NOVA STORE #68,12-03-14,2014,M1V5P7,M1V
89094,SWEET SERENDIPITY BAKE SHOP,12-03-14,2014,M4J1N1,M4J
89095,LESLIE JONES,12-03-14,2014,M4M1L4,M4M
89096,FOX & FIDDLE,13-03-14,2014,M4K1P7,M4K
89097,O'GRADY'S,13-03-14,2014,M4Y2C8,M4Y
89098,CURRY KITCHEN BY THE GRANGE,13-03-14,2014,M5T3K5,M5T
89099,TRATTORIA LEONARDO,14-03-14,2014,M9A1A9,M9A
89100,IQ FOOD CO.,14-03-14,2014,M5J2T8,M5J
89101,MR SUB/ COUNTRY STYLE,14-03-14,2014,M1R2S9,M1R
89102,THE ADELAIDE CLUB,15-03-14,2014,M5X1K7,M5X
89103,HOLE E BURGER BAR,17-03-14,2014,M4C3G5,M4C
89104,LUCKY DRAGON RESTAURANT,17-03-14,2014,M6A2T2,M6A
89105,FAMILY BAKERY CAFE,17-03-14,2014,M4C4E3,M4C
89106,SUBWAY,17-03-14,2014,M5A4M8,M5A
89107,WISE BAR,17-03-14,2014,M6H1M1,M6H
89108,VILLA MADINA,17-03-14,2014,M5H3Y2,M5H
89109,CASABLANCA CAFE,17-03-14,2014,M4J1N2,M4J
89110,BASKIN ROBBINS STORE # 9520,17-03-14,2014,M6H4A9,M6H
89111,MARKET STREET CATCH,17-03-14,2014,M5E1A6,M5E
89112,LI CHENG RESTAURANT VIP PARTY ROOM,18-03-14,2014,M6B3J3,M6B
89113,VATICANO RESTAURANT,18-03-14,2014,M5R3L3,M5R
89114,SWISS CHALET,18-03-14,2014,M1B3C3,M1B
89115,THE TAVERN BY TREVOR,18-03-14,2014,M5V2L7,M5V
89116,JUST FALAFEL,18-03-14,2014,M5S1Z6,M5S
89117,ALLY BABA RESTAURANT,18-03-14,2014,M4L2A4,M4L
89118,PIZZA NOVA,19-03-14,2014,M4G4C7,M4G
89119,KREPESZ,19-03-14,2014,M5T2L8,M5T
89120,TIM HORTONS #5365,19-03-14,2014,M5V0C9,M5V
89121,DESOTOS EATERY,19-03-14,2014,M6E1A6,M6E
89122,JUST LOVE RESTAURANT BAR AND GRILL,12-06-15,2015,M1P2L7,M1P
89123,THE IRV GASTRO PUB,19-03-14,2014,M5A2K7,M5A
89124,SUBWAY,19-03-14,2014,M4T1N5,M4T
89125,OAKHAM HOUSE,20-03-14,2014,M5B1E9,M5B
89126,PENNY'S,20-03-14,2014,M6H1N9,M6H
89127,CHEZ M'ZAAR,20-03-14,2014,M4Y2A6,M4Y
89128,BATHURST LOCAL,20-03-14,2014,M5T2S3,M5T
89129,BAGELS ON FIRE,20-03-14,2014,M4E1G2,M4E
89130,MR SUB,21-03-14,2014,M5T1R6,M5T
89131,BAKER AND SCONE,21-03-14,2014,M6C1B2,M6C
89132,ROUX BISTRO & BAR,21-03-14,2014,M6P1Y5,M6P
89133,THE FOSSIL & HAGGIS PUB & GRUB,21-03-14,2014,M1E4P7,M1E
89134,SUSHI ZONE,21-03-14,2014,M4S1Z7,M4S
89135,MR FLAMINGO,01-04-14,2014,M6J1X6,M6J
89136,PAPA JOHNS,21-03-14,2014,M6H1C5,M6H
89137,BAMPOT HOUSE OF TEA AND BOARD GAMES,22-03-14,2014,M5S1H6,M5S
89138,MY HOUSE BAR AND GRILL,24-03-14,2014,M1K1C6,M1K
89139,DOOROOAE,24-03-14,2014,M6G1L1,M6G
89140,YASU,24-03-14,2014,M5S1G4,M5S
89141,RUELO PATISSERIE,24-03-14,2014,M2H2C9,M2H
89142,MENCHIE'S FROZEN YOGURT,24-03-14,2014,M6G1B5,M6G
89143,MR. SUB,25-03-14,2014,M1L2K1,M1L
89144,THE CORNERHOUSE PUB,25-03-14,2014,M4L2B5,M4L
89145,GERRY'S FAST FOODS,25-03-14,2014,M6C1B3,M6C
89146,GREEN MANGO BOYS,25-03-14,2014,M9B3Y8,M9B
89147,KO BURGER,25-03-14,2014,M1L1C1,M1L
89148,DESTINY,25-03-14,2014,M1V5N1,M1V
89149,QUIZNO'S,26-03-14,2014,M3B1X8,M3B
89150,AMAZONA BAR & GRILL,01-06-15,2015,M1N1T8,M1N
89151,THE P&L BURGER,26-03-14,2014,M5V2B4,M5V
89152,DEAR JOOLS,26-03-14,2014,M6J1G1,M6J
89153,PHARMACY BAR,26-03-14,2014,M6K1G8,M6K
89154,OLIVE BRANCH,26-03-14,2014,M6P1A4,M6P
89155,BELLA'S LECHON,26-03-14,2014,M1B0A7,M1B
89156,SUBWAY,27-03-14,2014,M5P2W2,M5P
89157,MONGOLIAN HOT POT,27-03-14,2014,M5T2W4,M5T
89158,NORTH OF BROOKLYN PIZZERIA,27-03-14,2014,M4Y2C5,M4Y
89159,GREEN GROTTO TEAROOM (MIDLAND),27-03-14,2014,M1V0E3,M1V
89160,STARHAZE BAR AND RESTAURNT,27-03-14,2014,M6A2C2,M6A
89161,EL PULGARCITO CAFE,27-03-14,2014,M1T2M2,M1T
89162,SUBWAY,28-03-14,2014,M9C1A7,M9C
89163,FATPASHA,28-03-14,2014,M5R1V9,M5R
89164,LA PREP,28-03-14,2014,M5K1H1,M5K
89165,THE BURGER'S PRIEST,28-03-14,2014,M8Z1T8,M8Z
89166,JOSO'S,28-03-14,2014,M5R1J2,M5R
89167,ISTANBUL CAFE & ESPRESSO BAR CORP,29-03-14,2014,M4P1A6,M4P
89168,SERGIO'S GOURMET PIZZA & PASTA INC,29-03-14,2014,M9C2N2,M9C
89169,FARMER'S DAUGHTER EATERY,31-03-14,2014,M6P3S6,M6P
89170,FU JIA LE BAKERY,31-03-14,2014,M4M2G9,M4M
89171,MAMASWEETA BAKERY,31-03-14,2014,M6S3Z3,M6S
89172,TIM HORTONS #5368,31-03-14,2014,M4H1C3,M4H
89173,MERCURY ESPRESSO,01-04-14,2014,M4M1J4,M4M
89174,SUBWAY SANDWICHES,01-04-14,2014,M1S3V4,M1S
89175,DUNDAS AND CARLAW,01-04-14,2014,M4M3P1,M4M
89176,STORYS,01-04-14,2014,M5H3G6,M5H
89177,THE TEMPERED ROOM LTD,02-04-14,2014,M6K1L7,M6K
89178,NORTH STARS BAR & GRILL,02-04-14,2014,M2N5R6,M2N
89179,I WENT TO PHILLY,02-04-14,2014,M6C2C7,M6C
89180,TEA SHOP 168,03-04-14,2014,M5B1S1,M5B
89181,SUNSET GRILL,03-04-14,2014,M6N0A7,M6N
89182,PIZZA PIZZA,03-04-14,2014,M2J3C1,M2J
89183,SHOT HOUSE BAR & GRILL,03-04-14,2014,M1P2L8,M1P
89184,SUBWAY,04-04-14,2014,M3M2E9,M3M
89185,OXYGEN,04-04-14,2014,M2N2Z8,M2N
89186,CAN TEEN RESTAURANT,04-04-14,2014,M5T3A5,M5T
89187,ADONIS,04-04-14,2014,M1L4R5,M1L
89188,LA TAZZA CAFE,04-04-14,2014,M4S2C6,M4S
89189,MR SUB & THAI EXPRESS,15-05-14,2014,M4S3C4,M4S
89190,NEW CASA ABRIL RESTAURANT CATERING,07-04-14,2014,M6E2W4,M6E
89191,GRAPPA RESTAURANT,07-04-14,2014,M8Y1K9,M8Y
89192,BREAD & ROSES BAKERY CAFE,07-04-14,2014,M2K1E6,M2K
89193,DELIMARK CAFE,07-04-14,2014,M3B3K4,M3B
89194,SUBWAY SANDWICHES,08-04-14,2014,M4L1E5,M4L
89195,GOODLAKE,08-04-14,2014,M8V1J9,M8V
89196,THAI TO GO,08-04-14,2014,M5A2H2,M5A
89197,FRESHII,08-04-14,2014,M5H3Y9,M5H
89198,AFGHAN KEBOB CUISINE,09-04-14,2014,M9W3W8,M9W
89199,NOODLE ON FINCH LTD,09-04-14,2014,M3J2E2,M3J
89200,CINNAMON GARDEN,09-04-14,2014,M1B5K9,M1B
89201,RED FOX BAR & GRILL,09-04-14,2014,M1B5R5,M1B
89202,EDO-KO,09-04-14,2014,M5P2W3,M5P
89203,WING MACHINE,09-04-14,2014,M1T3J7,M1T
89204,LOUIE,09-04-14,2014,M6K3C5,M6K
89205,MOGETTE BISTRO,10-04-14,2014,M4S2M5,M4S
89206,UPTOWN CAFE & EATERY,10-04-14,2014,M2N6P4,M2N
89207,MR GREEK RESTAURANT INC,10-04-14,2014,M1V5P7,M1V
89208,TIM HORTON'S,11-04-14,2014,M5S1W9,M5S
89209,FRATELLI PIZZERIA,11-04-14,2014,M4B1M6,M4B
89210,THE JERK SPOT,11-04-14,2014,M5T1L9,M5T
89211,OSAKA SUSHI JAPANESE RESTAURANT,12-04-14,2014,M6P1A7,M6P
89212,SUNSHINE SPOT RESTAURANT,14-04-14,2014,M4T1M9,M4T
89213,MAMAKAS,14-04-14,2014,M6J2Y7,M6J
89214,ATLAS ESPRESSO BAR,14-04-14,2014,M5V1C1,M5V
89215,DELIMARK CAFE,14-04-14,2014,M2N3A1,M2N
89216,EGGSPECTATION,14-04-14,2014,M5G2E1,M5G
89217,TEAPIOCA,14-04-14,2014,M5B1L4,M5B
89218,LIBERTY SHAWARMA,22-04-15,2015,M6K1X9,M6K
89219,COMPASS GROUP CANADA,15-04-14,2014,M2J4Y1,M2J
89220,LA VIZZIATA GELATERIA & DESSERT BAR,15-04-14,2014,M6P1Z3,M6P
89221,PIZZA PIZZA,15-04-14,2014,M1T3L4,M1T
89222,GOLDEN LIGHT BUFFET,15-04-14,2014,M2H3S3,M2H
89223,PARISCO CAFE,15-04-14,2014,M5V4A2,M5V
89224,LA BELLA MANAGUA,15-04-14,2014,M6G1M5,M6G
89225,IRUKA SUSHI,15-04-14,2014,M5V3M8,M5V
89226,FULL YUAN SEAFOOD RESTAURANT,15-04-14,2014,M1V5L6,M1V
89227,NOT JUST NOODLES,15-04-14,2014,M4Y1Z3,M4Y
89228,HOT POT CAFE,15-04-14,2014,M4J1M9,M4J
89229,YAH MAN CARRIBEAN RESTAURANT,15-04-14,2014,M1L3G7,M1L
89230,SUBWAY,15-04-14,2014,M1B5N6,M1B
89231,JIMMY'S COFFEE,16-04-14,2014,M6G1J5,M6G
89232,LOUNGE 2856,16-04-14,2014,M4C1M1,M4C
89233,THE FORTH,16-04-14,2014,M4K1R2,M4K
89234,PETER PAN BISTRO,16-04-14,2014,M5V2A4,M5V
89235,KENZO RAMEN BLOOR,16-04-14,2014,M5S1X2,M5S
89236,ALDO'S RESTAURANT,17-04-14,2014,M3N2Z4,M3N
89237,PORTLAND VARIETY,17-04-14,2014,M5V1M5,M5V
89238,CHATS JERK RESTAURANT AND ROTI SHOP,17-04-14,2014,M1K1L6,M1K
89239,LITTLE COXWELL RESTAURANT,17-04-14,2014,M4C3G5,M4C
89240,HI NA,22-04-14,2014,M8Z1N1,M8Z
89241,BANU FOODS WINES & SPIRITS,22-04-14,2014,M6J1T9,M6J
89242,PIZZA PIZZA,22-04-14,2014,M4N2L3,M4N
89243,LOONS RESTAURANT & PUB,22-04-14,2014,M6R2N2,M6R
89244,BURRITO BOYZ,23-04-14,2014,M6G1B2,M6G
89245,VIA KITCHENETTE,23-04-14,2014,M3H1T3,M3H
89246,PIZZA NOVA,24-04-14,2014,M2J2K8,M2J
89247,TIM HORTONS #3124,24-04-14,2014,M5S2G8,M5S
89248,TIM HORTONS #3483,24-04-14,2014,M6G1L4,M6G
89249,SECOND CUP,24-04-14,2014,M3B2M3,M3B
89250,PARTNERS KITCHEN,24-04-14,2014,M9N2T2,M9N
89251,RYOJI RAMEN & IZAKAYA,24-04-14,2014,M6G1C1,M6G
89252,ACE BAKERY CAFE AND BREAD STORE,25-04-14,2014,M6M2V6,M6M
89253,OH-BAR,25-04-14,2014,M2N5S1,M2N
89254,CATCH THIS STUBSTANZ,25-04-14,2014,M1N1V3,M1N
89255,SWISS CHALET,25-04-14,2014,M1J2E7,M1J
89256,DA SILVA SPORTS BAR & GRILL,12-06-15,2015,M6N1H9,M6N
89257,PHO MI VIET HOA,28-04-14,2014,M3N2J5,M3N
89258,JOLLY 11 ITALIAN RISTORANTE,28-04-14,2014,M9N3V9,M9N
89259,SOFRA MEDITERRANEAN CUISINE,29-04-14,2014,M2N5P2,M2N
